Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,thumb_base_x,thumb_base_y,thumb_base_z,thumb_first_joint_x,thumb_first_joint_y,thumb_first_joint_z,thumb_second_joint_x,thumb_second_joint_y,thumb_second_joint_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_base_x,index_base_y,index_base_z,index_first_joint_x,index_first_joint_y,index_first_joint_z,index_second_joint_x,index_second_joint_y,index_second_joint_z,index_tip_x,index_tip_y,index_tip_z,middle_base_x,middle_base_y,middle_base_z,middle_first_joint_x,middle_first_joint_y,middle_first_joint_z,middle_second_joint_x,middle_second_joint_y,middle_second_joint_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_base_x,ring_base_y,ring_base_z,ring_first_joint_x,ring_first_joint_y,ring_first_joint_z,ring_second_joint_x,ring_second_joint_y,ring_second_joint_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_base_x,pinky_base_y,pinky_base_z,pinky_first_joint_x,pinky_first_joint_y,pinky_first_joint_z,pinky_second_joint_x,pinky_second_joint_y,pinky_second_joint_z,pinky_tip_x,pinky_tip_y,pinky_tip_z,
0.54504081,-0.37626753,0.574384,0.51671356,-0.32691469,0.547866,0.51255059,-0.35749712,0.563919,0.47786223,-0.34011146,0.53708,0.44249573,-0.31453813,0.508023,0.4254574,-0.29302787,0.489802,0.4607731,-0.2619625,0.512713,0.44307429,-0.21761773,0.498551,0.43490507,-0.19839569,0.491469,0.44475245,-0.19115573,0.503099,0.48940062,-0.26539687,0.515973,0.45992485,-0.21542997,0.482367,0.44162545,-0.21843344,0.462764,0.44542862,-0.23805391,0.466066,0.51514532,-0.27244395,0.520797,0.47676096,-0.22429094,0.489363,0.46323388,-0.22125036,0.473281,0.45300225,-0.23193414,0.458661,0.54980081,-0.28899658,0.530599,0.5189485,-0.25441343,0.502369,0.5087282,-0.24790475,0.489399,0.49940546,-0.25564703,0.477954
0.53943131,-0.38386063,0.576641,0.50792326,-0.3351929,0.548143,0.50335126,-0.36419132,0.563534,0.46095832,-0.34113878,0.533463,0.42688908,-0.31489408,0.504468,0.41045643,-0.29060104,0.485207,0.45538294,-0.26371134,0.508076,0.44073173,-0.22329702,0.497947,0.43564827,-0.20298802,0.492883,0.43047079,-0.18779044,0.488278,0.48551048,-0.27194763,0.513868,0.45624456,-0.21834014,0.478314,0.44264079,-0.22275636,0.457574,0.44401947,-0.24148806,0.459343,0.51215019,-0.28103201,0.520935,0.4825411,-0.24441331,0.487026,0.4703599,-0.25457468,0.469677,0.45485664,-0.26015321,0.453905,0.54720418,-0.30001491,0.533711,0.518917,-0.26530234,0.503591,0.50827898,-0.25914514,0.489753,0.49939643,-0.26564996,0.477542
0.53657575,-0.38392922,0.57598,0.5053748,-0.33318114,0.545888,0.49983423,-0.36394147,0.56174,0.45599426,-0.3388321,0.530341,0.42182107,-0.31381438,0.501542,0.39692433,-0.29012541,0.483132,0.45018264,-0.26413462,0.50309,0.43210118,-0.22179634,0.487816,0.42419878,-0.20135457,0.48018,0.41743776,-0.18475417,0.473237,0.48077326,-0.26945101,0.509698,0.45083352,-0.21764034,0.472755,0.43757306,-0.22223068,0.451205,0.43806075,-0.24003353,0.451811,0.5078812,-0.27808053,0.517564,0.4789883,-0.24467604,0.48218,0.46848173,-0.25802238,0.464077,0.46714429,-0.26891341,0.464492,0.54376281,-0.29654855,0.531535,0.5145077,-0.26528764,0.500269,0.503823,-0.26449822,0.485904,0.49556088,-0.2671889,0.473229
0.5276613,-0.37132734,0.561668,0.50394497,-0.3120727,0.53349,0.50913683,-0.35532455,0.560193,0.4704993,-0.33382571,0.545956,0.43687127,-0.31884275,0.534722,0.41533152,-0.30060325,0.522368,0.46087976,-0.24313053,0.508004,0.41541563,-0.24251976,0.483716,0.39266218,-0.24235748,0.471719,0.37495776,-0.25310257,0.460814,0.47556922,-0.24633004,0.499602,0.42020908,-0.24675266,0.467122,0.4044747,-0.25898835,0.448176,0.41477028,-0.2612587,0.449628,0.49003193,-0.25348981,0.494965,0.44146703,-0.25908817,0.467991,0.43027579,-0.27022009,0.45419,0.44224799,-0.27285137,0.456772,0.51162471,-0.27080355,0.493757,0.45891509,-0.27089351,0.468925,0.44093451,-0.27775932,0.457516,0.44466262,-0.28520948,0.458669
0.5023186,-0.3580035,0.545475,0.4877598,-0.30268668,0.519764,0.4894434,-0.33368211,0.54547,0.4491482,-0.31699681,0.533302,0.41692447,-0.304944,0.522201,0.40130657,-0.29211787,0.510193,0.45469205,-0.23680924,0.498159,0.4312572,-0.19906704,0.47499,0.41698139,-0.18178937,0.463406,0.3954797,-0.18143488,0.452874,0.46707806,-0.24214954,0.488842,0.41096618,-0.2488024,0.458753,0.39323834,-0.25439247,0.441201,0.39855236,-0.26211089,0.443898,0.47947251,-0.25397886,0.483254,0.43150327,-0.25650633,0.458688,0.4171791,-0.27026241,0.446119,0.4300521,-0.27502453,0.450057,0.49440201,-0.27439268,0.480536,0.44660859,-0.26673212,0.45767,0.42355707,-0.27435081,0.447165,0.42626088,-0.28203839,0.449345
0.51634996,-0.36034978,0.559954,0.49297683,-0.30447681,0.525223,0.49720541,-0.33222524,0.556795,0.45795233,-0.31197686,0.541375,0.41970754,-0.29445048,0.526173,0.39552681,-0.27715015,0.510771,0.46083013,-0.22848321,0.492157,0.42714749,-0.18925524,0.462473,0.40897923,-0.17058592,0.447632,0.38080033,-0.17084292,0.434139,0.4663931,-0.23999213,0.483452,0.39970079,-0.23823807,0.446161,0.40365922,-0.25656488,0.454089,0.42215647,-0.27510294,0.470066,0.47664341,-0.25228262,0.479095,0.41565027,-0.25051701,0.447947,0.39822887,-0.25915647,0.432012,0.40824642,-0.26170591,0.429204,0.49196321,-0.27728343,0.479223,0.43280367,-0.26495535,0.451171,0.4079645,-0.26700286,0.438282,0.40992784,-0.27243185,0.435399
0.51658162,-0.35751572,0.558291,0.49487614,-0.29928061,0.521845,0.50419768,-0.32700412,0.555041,0.46528458,-0.29991267,0.540481,0.42674303,-0.27797351,0.527849,0.40287927,-0.25525251,0.513737,0.46634411,-0.22467429,0.487227,0.42525447,-0.19248741,0.454072,0.40469499,-0.17636812,0.437494,0.37944193,-0.16726192,0.422424,0.47267839,-0.23608575,0.478012,0.39547973,-0.23281363,0.440084,0.40084997,-0.24909981,0.444421,0.41863548,-0.26596788,0.459502,0.47611083,-0.24987271,0.473374,0.41215198,-0.24501203,0.441842,0.39273509,-0.25007334,0.425709,0.39773133,-0.2537686,0.420478,0.48932178,-0.27455075,0.47343,0.42897756,-0.26175375,0.445241,0.40251075,-0.26149238,0.432289,0.395775,-0.26113517,0.427617
0.51095358,-0.35025297,0.554823,0.49681621,-0.29520363,0.517513,0.500362,-0.32121511,0.549901,0.45884335,-0.28439677,0.532657,0.42419348,-0.25353402,0.517718,0.39966648,-0.23387271,0.502283,0.47453935,-0.22062103,0.480113,0.44074963,-0.18455491,0.44556,0.42275558,-0.16705862,0.428283,0.39229911,-0.16382865,0.412577,0.48102105,-0.2357518,0.47264,0.42822661,-0.19972433,0.433296,0.39754644,-0.17885849,0.410345,0.37570835,-0.18298701,0.404342,0.4877419,-0.25239343,0.469506,0.42204005,-0.24122372,0.436179,0.39496673,-0.24452257,0.419128,0.39610603,-0.24679538,0.41393,0.49820714,-0.28022891,0.471484,0.43122036,-0.26226271,0.441789,0.40692815,-0.26303824,0.428145,0.40681872,-0.26456657,0.423488
0.53439404,-0.37199637,0.573839,0.53820266,-0.32398431,0.539672,0.53655581,-0.34172956,0.569304,0.50212272,-0.30636439,0.551332,0.46765007,-0.2840058,0.534145,0.44929764,-0.26088259,0.518326,0.52743225,-0.2528163,0.505387,0.46524315,-0.24379374,0.474577,0.43506637,-0.23934578,0.45953,0.4104764,-0.2452534,0.445851,0.5327885,-0.26966691,0.498579,0.46248222,-0.25135024,0.460882,0.4223097,-0.2406069,0.438891,0.40503383,-0.2499948,0.436447,0.5377896,-0.28749481,0.495738,0.47607425,-0.26951568,0.463644,0.43880568,-0.26444698,0.447224,0.42386735,-0.2690161,0.445657,0.54465949,-0.31626271,0.497584,0.4807524,-0.29346585,0.468675,0.4513583,-0.28360916,0.455393,0.43793558,-0.28340815,0.453429
0.53825325,-0.36535971,0.5698,0.53591683,-0.31852937,0.533172,0.53359712,-0.33433425,0.561987,0.50229241,-0.29127667,0.539599,0.46592027,-0.2689957,0.518891,0.44659188,-0.24636805,0.501097,0.5213475,-0.24518319,0.492789,0.45830428,-0.23749465,0.458764,0.42752574,-0.23353609,0.441914,0.39997157,-0.22985118,0.426665,0.53084733,-0.26471926,0.48912,0.45895878,-0.25006724,0.448686,0.41793399,-0.24128558,0.4251,0.39445155,-0.24429651,0.421332,0.53498714,-0.2841169,0.48906,0.47651215,-0.27070123,0.453596,0.43678794,-0.26605929,0.435452,0.42081222,-0.26819563,0.432256,0.5512304,-0.31554692,0.494595,0.4844071,-0.29289537,0.463015,0.45451963,-0.2825215,0.448506,0.43181316,-0.27830298,0.445332
