Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,thumb_base_x,thumb_base_y,thumb_base_z,thumb_first_joint_x,thumb_first_joint_y,thumb_first_joint_z,thumb_second_joint_x,thumb_second_joint_y,thumb_second_joint_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_base_x,index_base_y,index_base_z,index_first_joint_x,index_first_joint_y,index_first_joint_z,index_second_joint_x,index_second_joint_y,index_second_joint_z,index_tip_x,index_tip_y,index_tip_z,middle_base_x,middle_base_y,middle_base_z,middle_first_joint_x,middle_first_joint_y,middle_first_joint_z,middle_second_joint_x,middle_second_joint_y,middle_second_joint_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_base_x,ring_base_y,ring_base_z,ring_first_joint_x,ring_first_joint_y,ring_first_joint_z,ring_second_joint_x,ring_second_joint_y,ring_second_joint_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_base_x,pinky_base_y,pinky_base_z,pinky_first_joint_x,pinky_first_joint_y,pinky_first_joint_z,pinky_second_joint_x,pinky_second_joint_y,pinky_second_joint_z,pinky_tip_x,pinky_tip_y,pinky_tip_z,
0.4357766,-0.3367169,0.559097,0.43182811,-0.29706465,0.564482,0.40657862,-0.3175771,0.550141,0.41023726,-0.27738091,0.541916,0.41037617,-0.24506187,0.535072,0.41368641,-0.22489002,0.534134,0.39308516,-0.24994661,0.5577,0.39882144,-0.21425744,0.549128,0.41350237,-0.20151479,0.561568,0.4273384,-0.18840405,0.572877,0.42540721,-0.25789419,0.570578,0.44336707,-0.23466824,0.567624,0.45382831,-0.23704189,0.5659,0.45750667,-0.25224394,0.564825,0.4532534,-0.26767369,0.580769,0.4664708,-0.24666809,0.573352,0.47261629,-0.24389536,0.569558,0.47351254,-0.25530749,0.566108,0.48705296,-0.28234575,0.592155,0.48825889,-0.26601027,0.584834,0.48962282,-0.27092294,0.58147,0.49213219,-0.2740218,0.578502
0.43436216,-0.34744557,0.565366,0.42757952,-0.29639025,0.56199,0.40630603,-0.32249991,0.552988,0.40149752,-0.28667538,0.530395,0.38522956,-0.25298524,0.515032,0.37553626,-0.23215874,0.511349,0.38507527,-0.24322237,0.544212,0.38999613,-0.2077788,0.529823,0.40654339,-0.19703087,0.54074,0.42241153,-0.18640859,0.550665,0.41638516,-0.25012462,0.558168,0.42805525,-0.23166056,0.545839,0.43508318,-0.21939917,0.538647,0.44986257,-0.23778058,0.548751,0.44574403,-0.26116479,0.569903,0.45109038,-0.24926887,0.553204,0.45233036,-0.25063172,0.54466,0.457628,-0.27700472,0.554505,0.4809961,-0.27891405,0.584387,0.48165647,-0.26908083,0.568824,0.48251464,-0.26441477,0.561674,0.49108801,-0.26823733,0.569077
0.43135473,-0.34997548,0.56388,0.42380432,-0.31147606,0.560135,0.40070364,-0.33061851,0.550608,0.39522195,-0.29688903,0.527161,0.38799793,-0.2643258,0.507584,0.38310926,-0.24133283,0.500062,0.38900889,-0.25148183,0.540975,0.39676578,-0.2106439,0.527152,0.41318815,-0.19590702,0.536382,0.42930839,-0.18249762,0.544773,0.42173193,-0.26185507,0.555895,0.43595708,-0.24199175,0.543271,0.44546783,-0.22969574,0.535907,0.45943737,-0.24770956,0.545379,0.44926986,-0.2736633,0.56845,0.4571374,-0.26730667,0.551156,0.46177683,-0.26479146,0.542307,0.46828219,-0.28953463,0.55136,0.48320253,-0.29416886,0.583965,0.48362721,-0.28867293,0.567996,0.47595359,-0.30446218,0.560659,0.48046945,-0.32543677,0.567466
0.43331197,-0.35788751,0.564736,0.43800082,-0.31666021,0.558703,0.4067392,-0.3388568,0.552387,0.39866706,-0.30022974,0.529144,0.3922796,-0.270435,0.508595,0.38618427,-0.2448069,0.501336,0.40062202,-0.25597323,0.538894,0.40514895,-0.21446943,0.522727,0.42131711,-0.20023649,0.531997,0.43695936,-0.18713484,0.540424,0.43297501,-0.26569769,0.551872,0.44133197,-0.23505532,0.53669,0.44460331,-0.23730633,0.527834,0.45420842,-0.25967997,0.537556,0.46029055,-0.27706976,0.563001,0.46239335,-0.27034859,0.543907,0.46306523,-0.26976678,0.534138,0.46884747,-0.29494437,0.543693,0.49411993,-0.29726571,0.577143,0.4875551,-0.29084283,0.559314,0.47682809,-0.30597437,0.551123,0.47614508,-0.32359036,0.55823
0.43210966,-0.35710568,0.558864,0.43290571,-0.31628694,0.551815,0.40285261,-0.3362829,0.545625,0.39655426,-0.30059648,0.521349,0.39324015,-0.27092056,0.500113,0.38960589,-0.24693632,0.490367,0.39996383,-0.25581071,0.530127,0.40734981,-0.21493018,0.5127,0.42511695,-0.20107875,0.521201,0.44194324,-0.18741997,0.528929,0.43156635,-0.26834949,0.543834,0.44506096,-0.23811666,0.527648,0.44926162,-0.24175179,0.518206,0.45751936,-0.26396293,0.52723,0.4579633,-0.2820794,0.555639,0.46306255,-0.27610805,0.535351,0.46526313,-0.27550122,0.524972,0.46935958,-0.30011187,0.533694,0.49017565,-0.30516012,0.570732,0.48667981,-0.29854879,0.551929,0.47321546,-0.31269928,0.543289,0.47361859,-0.33316745,0.54975
0.42853907,-0.35800046,0.549788,0.43126761,-0.32011794,0.547083,0.40311051,-0.33772893,0.53691,0.39266628,-0.30178591,0.514079,0.38779375,-0.27395045,0.492618,0.38554485,-0.24775132,0.48455,0.39864407,-0.26252043,0.529213,0.40854653,-0.22443223,0.515533,0.42778406,-0.21202985,0.525995,0.44605811,-0.19954013,0.535507,0.43155146,-0.2745473,0.544021,0.44681322,-0.24944768,0.532483,0.45299826,-0.25526319,0.525753,0.46251548,-0.27885067,0.535607,0.45884932,-0.28507907,0.556405,0.46752126,-0.27979874,0.540182,0.47068058,-0.28205983,0.531881,0.47714615,-0.3071787,0.541355,0.49182935,-0.30767077,0.571568,0.49133058,-0.30195361,0.556544,0.48001675,-0.31744215,0.549641,0.48157233,-0.33874359,0.556791
0.43153981,-0.36413347,0.55002,0.43359982,-0.32298378,0.543624,0.4047495,-0.34027236,0.537719,0.39377778,-0.30714472,0.514435,0.38781157,-0.28076732,0.491138,0.38497188,-0.25801526,0.480391,0.40892199,-0.26072479,0.523594,0.4104528,-0.22240442,0.504116,0.42552027,-0.20985051,0.511319,0.44024049,-0.19846093,0.517867,0.44063238,-0.27393448,0.536384,0.45253047,-0.24729178,0.520815,0.45241896,-0.25533485,0.511733,0.45860897,-0.27905737,0.521419,0.46684294,-0.288245,0.547385,0.46775777,-0.286266,0.527985,0.46429154,-0.29213268,0.518059,0.46668997,-0.31787937,0.527598,0.49818348,-0.31205176,0.561426,0.49032522,-0.3085543,0.543301,0.47506995,-0.32205455,0.534973,0.47447853,-0.34253008,0.542057
0.42797673,-0.37087607,0.54382,0.429125,-0.33259567,0.535834,0.40196995,-0.34592799,0.531463,0.38758805,-0.31715343,0.50776,0.38229752,-0.28919376,0.486352,0.37999119,-0.26632175,0.475914,0.40092385,-0.26688001,0.514499,0.40177319,-0.22799583,0.493836,0.4169877,-0.21584528,0.501076,0.43183376,-0.20482991,0.507658,0.43216942,-0.28038829,0.526793,0.44268154,-0.25313163,0.509557,0.44137417,-0.26065927,0.499502,0.44695354,-0.28437137,0.508854,0.45804026,-0.29501334,0.537506,0.45734972,-0.29229744,0.516683,0.45295116,-0.29770626,0.506029,0.45473121,-0.32346832,0.515268,0.48908938,-0.31934559,0.551432,0.47974412,-0.31501069,0.531979,0.46371115,-0.32779936,0.523041,0.46265784,-0.34815671,0.529854
0.41012482,-0.37497213,0.527777,0.41578429,-0.33482491,0.522988,0.38683693,-0.34906413,0.516501,0.37546773,-0.316148,0.494536,0.37303,-0.28856028,0.474016,0.3741758,-0.26461108,0.467208,0.39511509,-0.27021362,0.505459,0.40149556,-0.23304958,0.487671,0.41843402,-0.22128582,0.49475,0.43490657,-0.21066373,0.501186,0.42523662,-0.28570046,0.517565,0.44136914,-0.26064118,0.50364,0.44180566,-0.26874601,0.495517,0.44743568,-0.29294163,0.506035,0.44971911,-0.30177274,0.527884,0.45288078,-0.30036832,0.510271,0.45219507,-0.30393032,0.50126,0.45453854,-0.32491345,0.511768,0.47822685,-0.327463,0.540881,0.47260512,-0.32369345,0.524273,0.45631182,-0.33663848,0.516642,0.45481823,-0.35755574,0.524491
0.4049538,-0.3775685,0.526678,0.41002646,-0.33529014,0.519335,0.38213207,-0.35079221,0.514973,0.36662015,-0.32053105,0.492021,0.36430522,-0.29480336,0.470851,0.3647842,-0.27288753,0.460239,0.38978826,-0.26918199,0.499298,0.39547182,-0.23609163,0.479432,0.41321897,-0.2259592,0.486427,0.43039834,-0.21696867,0.492785,0.41863677,-0.28802052,0.511022,0.4327482,-0.26566151,0.494428,0.42969298,-0.2748438,0.484749,0.43256971,-0.29905894,0.494567,0.44235168,-0.30503368,0.521217,0.44102669,-0.30595808,0.501192,0.43754475,-0.31053608,0.490947,0.43981947,-0.33553028,0.500752,0.46965773,-0.33198546,0.534431,0.46004289,-0.32970816,0.515625,0.44136754,-0.340793,0.506984,0.43791894,-0.36045047,0.514234
